"Itteration";"Model";"AUC";"ALIFT";"ACC";"Lower";"Upper";"Window-size";"Clustering";"Amount of Clusters";"Silhouette";"% Ommited"
"194";"8";"mlp";"0.5";"0.514230769230769";"96.1007798440312";"3501";"8501";"5000";"DBSCAN";"3";"";""
"195";"9";"mlp";"0.5";"0.488392857142857";"96.6406718656269";"4001";"9001";"5000";"DBSCAN";"3";"";""
"196";"10";"mlp";"0.5";"0.52551724137931";"96.5206958608278";"4501";"9501";"5000";"DBSCAN";"3";"";""
"197";"11";"mlp";"0.5";"0.515392156862745";"96.9406118776245";"5001";"10001";"5000";"DBSCAN";"3";"";""
"198";"12";"mlp";"0.5";"0.491078431372549";"96.9406118776245";"5501";"10501";"5000";"DBSCAN";"4";"";""
"199";"13";"mlp";"0.878635718719518";"0.841607142857143";"96.6406718656269";"6001";"11001";"5000";"DBSCAN";"6";"";""
"200";"14";"mlp";"0.5";"0.483805970149254";"95.9808038392322";"6501";"11501";"5000";"DBSCAN";"3";"";""
"201";"15";"mlp";"0.5";"0.457307692307692";"95.3209358128374";"7001";"12001";"5000";"DBSCAN";"3";"";""
"202";"16";"mlp";"0.5";"0.512702702702703";"95.5608878224355";"7501";"12501";"5000";"DBSCAN";"5";"";""
"203";"17";"mlp";"0.5";"0.539029850746269";"95.9808038392322";"8001";"13001";"5000";"DBSCAN";"4";"";""
"204";"18";"mlp";"0.5";"0.499594594594594";"95.5608878224355";"8501";"13501";"5000";"DBSCAN";"4";"";""
"205";"19";"mlp";"0.5";"0.480151515151515";"96.0407918416317";"9001";"14001";"5000";"DBSCAN";"4";"";""
"206";"20";"mlp";"0.5";"0.513194444444445";"95.6808638272345";"9501";"14501";"5000";"DBSCAN";"4";"";""
"207";"21";"mlp";"0.5";"0.49445205479452";"95.620875824835";"10001";"15001";"5000";"DBSCAN";"4";"";""
"208";"22";"mlp";"0.5";"0.476944444444445";"95.6808638272345";"10501";"15501";"5000";"DBSCAN";"5";"";""
"209";"23";"mlp";"0.5";"0.5138";"95.500899820036";"11001";"16001";"5000";"DBSCAN";"4";"";""
"210";"24";"mlp";"0.5";"0.473";"95.2009598080384";"11501";"16501";"5000";"DBSCAN";"3";"";""
"211";"25";"mlp";"0.5";"0.483505747126437";"94.7810437912417";"12001";"17001";"5000";"DBSCAN";"3";"";""
